SKU,Date,Units_Sold,Forecast_Units
SKU008,2025-12-07,97,99.10667503466033
SKU008,2025-12-14,112,99.58206282680871
SKU008,2025-12-21,100,95.52950123818387
SKU008,2025-12-28,105,98.31868697739479
SKU009,2025-10-12,51,65.1684931706003
SKU009,2025-10-19,63,57.65994838067166
SKU009,2025-10-26,52,56.484602461624476
SKU009,2025-11-02,78,61.36351074640799
SKU009,2025-11-09,55,62.9954755196071
SKU009,2025-11-16,62,60.88613397684379
SKU009,2025-11-23,63,54.459295003897005
SKU009,2025-11-30,66,62.63120851004831
SKU009,2025-12-07,77,56.23353896488528
SKU009,2025-12-14,82,64.89930503858123
SKU009,2025-12-21,69,69.06867015635436
SKU009,2025-12-28,77,65.84874925086255
SKU010,2025-10-12,83,92.08174039530076
SKU010,2025-10-19,96,85.2331088387527
SKU010,2025-10-26,86,90.16331940750263
SKU010,2025-11-02,120,89.63655896553571
SKU010,2025-11-09,91,93.83720782003782
SKU010,2025-11-16,105,100.16935377072319
SKU010,2025-11-23,102,100.34792775854544
SKU010,2025-11-30,104,95.75810745502527
SKU010,2025-12-07,126,93.847146481692
SKU010,2025-12-14,108,98.36042087737425
SKU010,2025-12-21,102,98.74054265132729
SKU010,2025-12-28,102,97.19018501752124
SKU011,2025-10-12,16,18.62943651812036
SKU011,2025-10-19,11,19.10202135782696
SKU011,2025-10-26,18,21.72711959900003
SKU011,2025-11-02,19,17.447575637091763
SKU011,2025-11-09,19,21.445502781169445
SKU011,2025-11-16,25,17.112627230802925
SKU011,2025-11-23,9,19.884944606591663
SKU011,2025-11-30,15,18.075552286424315
SKU011,2025-12-07,17,20.22684355921856
SKU011,2025-12-14,23,17.970867643677902
SKU011,2025-12-21,18,16.836962522520817
SKU011,2025-12-28,22,17.592595239776102
SKU012,2025-10-12,140,144.7865897793271
SKU012,2025-10-19,128,144.89277770778037
SKU012,2025-10-26,141,134.926617571748
SKU012,2025-11-02,151,159.51438475576717
SKU012,2025-11-09,155,146.85176484734697
SKU012,2025-11-16,163,159.0968932988932
SKU012,2025-11-23,155,165.3359346476412
SKU012,2025-11-30,161,161.54534087282246
SKU012,2025-12-07,167,143.47939761904993
SKU012,2025-12-14,155,169.39933946608946
SKU012,2025-12-21,171,155.82042168238388
SKU012,2025-12-28,150,158.28304088070695
SKU013,2025-10-12,87,86.45924990156523
SKU013,2025-10-19,61,84.94421475463263
SKU013,2025-10-26,69,81.49612794194731
SKU013,2025-11-02,79,81.0342856427799
SKU013,2025-11-09,84,75.6317655248375
SKU013,2025-11-16,89,76.9023314839643
SKU013,2025-11-23,80,80.47025920908627
SKU013,2025-11-30,95,80.47603224054765
SKU013,2025-12-07,78,83.68253162993017
SKU013,2025-12-14,107,77.79560274208056
SKU013,2025-12-21,96,83.75107358402212
SKU013,2025-12-28,71,84.84191807789131
SKU014,2025-10-12,122,121.85201591176052
SKU014,2025-10-19,120,125.271287953266
SKU014,2025-10-26,133,124.95135852657414
SKU014,2025-11-02,127,124.75862793105382
SKU014,2025-11-09,117,127.73604052881092
SKU014,2025-11-16,130,125.17503366759813
SKU014,2025-11-23,130,125.53221815816649
SKU014,2025-11-30,151,126.02311569628631
SKU014,2025-12-07,124,122.66206945593333
SKU014,2025-12-14,137,126.47124289148434
SKU014,2025-12-21,116,129.01594603583
SKU014,2025-12-28,122,124.2931701448542
SKU015,2025-10-12,16,23.474949735449716
SKU015,2025-10-19,21,20.568174254137094
SKU015,2025-10-26,21,19.97553968253967
SKU015,2025-11-02,17,19.29748252760785
SKU015,2025-11-09,13,20.559541422416753
SKU015,2025-11-16,24,18.92150159662897
SKU015,2025-11-23,24,19.63692634680136
SKU015,2025-11-30,31,19.599204548261103
SKU015,2025-12-07,22,21.75920738812845
SKU015,2025-12-14,31,21.43885706483533
SKU015,2025-12-21,21,23.2184974429757
SKU015,2025-12-28,27,21.730344157304682
SKU016,2025-10-12,84,80.66617929092028
SKU016,2025-10-19,86,77.81684586623105
SKU016,2025-10-26,73,73.05208408418167
SKU016,2025-11-02,109,74.39885207874326
SKU016,2025-11-09,92,80.21933427740613
SKU016,2025-11-16,95,86.94044739190235
SKU016,2025-11-23,75,86.42180165546124
SKU016,2025-11-30,71,80.6752734388267
SKU016,2025-12-07,77,72.65266498601689
SKU016,2025-12-14,78,74.08279757912118
SKU016,2025-12-21,74,75.09219221621407
SKU016,2025-12-28,104,72.02428829850871
SKU017,2025-10-12,76,74.28496420074873
SKU017,2025-10-19,84,74.10963420676617
SKU017,2025-10-26,61,73.03698905098584
SKU017,2025-11-02,83,73.79681644502897
SKU017,2025-11-09,103,77.18425238038243
SKU017,2025-11-16,88,78.63366865484812
SKU017,2025-11-23,87,78.56657984983744
SKU017,2025-11-30,90,77.79690631357703
SKU017,2025-12-07,105,81.27955164312161
SKU017,2025-12-14,96,86.74189614496045
SKU017,2025-12-21,81,86.53959794233396
SKU017,2025-12-28,98,85.63290723817289
SKU018,2025-10-12,154,144.9278495762964
SKU018,2025-10-19,141,140.18267857109885
SKU018,2025-10-26,135,150.87080051789343
SKU018,2025-11-02,166,152.6571833884333
SKU018,2025-11-09,157,157.5102172539457
SKU018,2025-11-16,142,148.1042615148676
SKU018,2025-11-23,150,148.6261971826464
SKU018,2025-11-30,152,147.93609865699003
SKU018,2025-12-07,158,164.18493732356959
SKU018,2025-12-14,162,146.19851059183216
SKU018,2025-12-21,160,162.86115845290325
SKU018,2025-12-28,161,147.1903754318375
SKU019,2025-10-12,92,86.41981037910956
SKU019,2025-10-19,96,89.556079609556
SKU019,2025-10-26,84,85.98363564723223
SKU019,2025-11-02,91,83.42632357982367
SKU019,2025-11-09,103,90.31820332334864
SKU019,2025-11-16,112,94.5681238786815
SKU019,2025-11-23,110,100.55858088262498
SKU019,2025-11-30,88,102.22006259154792
SKU019,2025-12-07,103,98.8224365079365
SKU019,2025-12-14,96,96.34396794577006
SKU019,2025-12-21,107,93.90110077612141
SKU019,2025-12-28,104,93.49312210119524
SKU020,2025-10-12,107,81.40321667175974
SKU020,2025-10-19,74,83.28813621517976
SKU020,2025-10-26,88,80.47723232257641
SKU020,2025-11-02,101,81.34064301095529
SKU020,2025-11-09,78,84.21357140604455
SKU020,2025-11-16,92,85.53919356965324
SKU020,2025-11-23,81,84.28884105218388
SKU020,2025-11-30,97,81.53156832756967
SKU020,2025-12-07,85,85.12963018601647
SKU020,2025-12-14,82,83.19527506268564
SKU020,2025-12-21,74,81.56304745790423
SKU020,2025-12-28,99,79.66762515471726
SKU021,2025-10-12,48,43.52879004108867
SKU021,2025-10-19,65,43.95450213628248
SKU021,2025-10-26,44,48.21105000670123
SKU021,2025-11-02,58,49.49548668219299
SKU021,2025-11-09,46,51.41843669604385
SKU021,2025-11-16,45,57.37881887284828
SKU021,2025-11-23,43,47.916293709335875
SKU021,2025-11-30,47,46.402365791801934
SKU021,2025-12-07,52,46.17766699204934
SKU021,2025-12-14,59,51.11940465114806
SKU021,2025-12-21,47,47.88111441266562
SKU021,2025-12-28,50,45.4560350759443
SKU022,2025-10-12,54,56.780630822328774
SKU022,2025-10-19,58,49.445750177348934
SKU022,2025-10-26,51,50.3184216894922
SKU022,2025-11-02,62,51.03323123318513
SKU022,2025-11-09,44,50.42230324222756
SKU022,2025-11-16,78,59.5388800828801
SKU022,2025-11-23,53,57.03690934065934
SKU022,2025-11-30,69,57.999816709300966
SKU022,2025-12-07,70,54.588690631158876
SKU022,2025-12-14,60,64.52118426722276
SKU022,2025-12-21,62,57.66292638106617
SKU022,2025-12-28,84,63.203197163634925
SKU023,2025-10-12,80,81.90038971660775
SKU023,2025-10-19,74,82.81781776666698
SKU023,2025-10-26,91,81.46380771475046
SKU023,2025-11-02,84,85.4403474454694
SKU023,2025-11-09,91,81.99164793837194
SKU023,2025-11-16,88,85.25513567612646
SKU023,2025-11-23,88,82.65530052675852
SKU023,2025-11-30,90,85.74227060685578
SKU023,2025-12-07,97,86.09551217913872
SKU023,2025-12-14,98,85.80666471322617
SKU023,2025-12-21,96,88.80137104972809
SKU023,2025-12-28,99,89.01714849135197
SKU024,2025-10-12,65,69.32617834670187
SKU024,2025-10-19,75,70.73350880947716
SKU024,2025-10-26,82,66.93579661521052
SKU024,2025-11-02,83,73.59006279536732
SKU024,2025-11-09,82,76.05484874001702
SKU024,2025-11-16,82,73.58332461488321
SKU024,2025-11-23,80,77.56809249065094
SKU024,2025-11-30,76,76.73146790642762
SKU024,2025-12-07,93,70.53929493167772
SKU024,2025-12-14,72,78.31755515652773
SKU024,2025-12-21,85,71.23324183807053
SKU024,2025-12-28,71,74.40424187052149
SKU025,2025-10-12,13,20.247417229111388
SKU025,2025-10-19,17,20.795883547008547
SKU025,2025-10-26,17,19.198960498890322
SKU025,2025-11-02,20,19.91455519943019
SKU025,2025-11-09,18,19.747060737264682
SKU025,2025-11-16,18,19.517304977955
SKU025,2025-11-23,12,21.35840347907454
SKU025,2025-11-30,9,20.85971242816637
SKU025,2025-12-07,18,20.2395962047212
SKU025,2025-12-14,13,19.900706316831307
SKU025,2025-12-21,14,20.135173890923888
SKU025,2025-12-28,16,20.82693518518519
SKU026,2025-10-12,135,125.2179491473359
SKU026,2025-10-19,138,127.25501950598901
SKU026,2025-10-26,124,125.96871788798329
SKU026,2025-11-02,141,124.36830397155762
SKU026,2025-11-09,127,126.442648210454
SKU026,2025-11-16,130,139.335172276749
SKU026,2025-11-23,128,125.77787846891532
SKU026,2025-11-30,126,126.20282882557471
SKU026,2025-12-07,157,146.52280152219754
SKU026,2025-12-14,128,131.1416330976186
SKU026,2025-12-21,156,128.9231946409923
SKU026,2025-12-28,135,137.29738546953126
SKU027,2025-10-12,149,140.64730629532582
SKU027,2025-10-19,127,139.27428053534683
SKU027,2025-10-26,130,142.22201189585223
SKU027,2025-11-02,136,132.67906576451003
SKU027,2025-11-09,147,128.99505191287903
SKU027,2025-11-16,149,134.21699375858833
SKU027,2025-11-23,163,149.83921585010557
SKU027,2025-11-30,162,146.58088617887444
SKU027,2025-12-07,153,149.13574487359932
SKU027,2025-12-14,161,147.01702307913538
SKU027,2025-12-21,182,138.34997865368913
SKU027,2025-12-28,144,163.9495593504424
SKU028,2025-10-12,31,29.31972139417802
SKU028,2025-10-19,32,32.059467287342294
SKU028,2025-10-26,30,27.520004960520954
SKU028,2025-11-02,31,28.64857819731408
SKU028,2025-11-09,30,30.44233576463584
SKU028,2025-11-16,40,30.935744677990563
SKU028,2025-11-23,39,29.38011561004862
SKU028,2025-11-30,34,30.718149090321063
SKU028,2025-12-07,40,29.007000530881694
SKU028,2025-12-14,25,34.0162809004721
SKU028,2025-12-21,22,32.953069626724066
SKU028,2025-12-28,31,29.505388499300274
SKU029,2025-10-12,92,86.91011064351112
SKU029,2025-10-19,85,90.43667922464577
SKU029,2025-10-26,98,82.79110357029737
SKU029,2025-11-02,104,83.02157122363734
SKU029,2025-11-09,88,90.24686458282136
SKU029,2025-11-16,98,93.47997224067618
SKU029,2025-11-23,97,97.27295669966878
SKU029,2025-11-30,96,88.32396246547738
SKU029,2025-12-07,87,94.46887542234589
SKU029,2025-12-14,115,85.62368756621673
SKU029,2025-12-21,104,97.97205930398879
SKU029,2025-12-28,97,94.52388887598448
SKU030,2025-10-12,25,29.385502402747775
SKU030,2025-10-19,32,32.465408333886636
SKU030,2025-10-26,27,29.05359853559036
SKU030,2025-11-02,28,30.165054977910234
SKU030,2025-11-09,25,29.419506068966573
SKU030,2025-11-16,34,30.207858377987396
SKU030,2025-11-23,33,29.872273898759193
SKU030,2025-11-30,26,31.75793060935166
SKU030,2025-12-07,25,30.489738314554106
SKU030,2025-12-14,35,30.156570050442344
SKU030,2025-12-21,26,29.83247854436013
SKU030,2025-12-28,28,28.36843265354845
SKU031,2025-10-12,109,105.7056191512929
SKU031,2025-10-19,120,106.49703524741716
SKU031,2025-10-26,114,106.61762716286788
SKU031,2025-11-02,110,111.19204982396164
SKU031,2025-11-09,109,108.0974868930638
SKU031,2025-11-16,131,108.45758564433764
SKU031,2025-11-23,113,108.82158824496007
SKU031,2025-11-30,104,111.43692573751372
SKU031,2025-12-07,96,107.86817041756122
SKU031,2025-12-14,104,97.90106468010974
SKU031,2025-12-21,132,99.26706334964587
SKU031,2025-12-28,97,101.8278847516408
SKU032,2025-10-12,50,54.77951498722774
SKU032,2025-10-19,48,46.66937037682239
SKU032,2025-10-26,52,49.261817171264674
SKU032,2025-11-02,67,49.420882569567254
SKU032,2025-11-09,61,59.07492989417992
SKU032,2025-11-16,54,51.302776392335346
SKU032,2025-11-23,70,52.25281175943633
SKU032,2025-11-30,50,57.27429571073051
SKU032,2025-12-07,60,53.087766126914914
SKU032,2025-12-14,56,50.429786962903556
SKU032,2025-12-21,68,55.94584946368884
SKU032,2025-12-28,51,57.1905414877062
SKU033,2025-10-12,88,98.7405593649825
SKU033,2025-10-19,100,95.55598879939329
SKU033,2025-10-26,95,98.39045257438643
SKU033,2025-11-02,95,92.56221593769132
SKU033,2025-11-09,119,98.55094396344401
SKU033,2025-11-16,116,94.15424118719888
SKU033,2025-11-23,120,103.46418651159507
SKU033,2025-11-30,121,101.0825542419481
SKU033,2025-12-07,117,103.41249127448887
SKU033,2025-12-14,109,109.79216990340858
SKU033,2025-12-21,116,107.59394198310238
SKU033,2025-12-28,96,99.42299210968223
SKU034,2025-10-12,97,114.236655938365
SKU034,2025-10-19,115,109.54712028033052
SKU034,2025-10-26,101,110.51437613214257
SKU034,2025-11-02,122,108.53494695686801
SKU034,2025-11-09,129,110.06917467292703
SKU034,2025-11-16,118,121.27552643657296
SKU034,2025-11-23,133,115.3244808218817
SKU034,2025-11-30,130,124.83955814515903
SKU034,2025-12-07,147,120.69110223893348
SKU034,2025-12-14,118,125.59340120090496
SKU034,2025-12-21,119,124.8974708627491
SKU034,2025-12-28,124,122.24681361071256
SKU035,2025-10-12,108,115.52191851201077
SKU035,2025-10-19,129,122.13643889552516
SKU035,2025-10-26,135,113.25589265502678
SKU035,2025-11-02,117,126.78814315552445
SKU035,2025-11-09,113,120.9422043854815
SKU035,2025-11-16,124,122.38218141462407
SKU035,2025-11-23,133,122.19367460208646
SKU035,2025-11-30,131,125.60124126480706
SKU035,2025-12-07,128,126.97277160550732
SKU035,2025-12-14,128,125.20388307375026
SKU035,2025-12-21,127,126.32169149034416
SKU035,2025-12-28,148,122.70124704548752
SKU036,2025-10-12,19,29.131510579326367
SKU036,2025-10-19,19,28.75967655249234
SKU036,2025-10-26,34,29.831535226211702
SKU036,2025-11-02,29,31.50513828763831
SKU036,2025-11-09,27,27.139038156288155
SKU036,2025-11-16,30,28.488951596479147
SKU036,2025-11-23,35,28.90792637648443
SKU036,2025-11-30,31,28.424856295605586
SKU036,2025-12-07,27,28.532508177495043
SKU036,2025-12-14,31,29.791738864915363
SKU036,2025-12-21,36,27.782111106876165
SKU036,2025-12-28,30,29.78672416862292
SKU037,2025-10-12,128,140.99449922431313
SKU037,2025-10-19,147,135.88907241766944
SKU037,2025-10-26,139,138.28597340680665
SKU037,2025-11-02,154,138.43199410174242
SKU037,2025-11-09,171,152.196625958376
SKU037,2025-11-16,150,157.93721102334487
SKU037,2025-11-23,166,149.0550695465305
SKU037,2025-11-30,144,136.8235133972781
SKU037,2025-12-07,155,160.0830318674605
SKU037,2025-12-14,133,160.34623101110057
SKU037,2025-12-21,139,162.55785279310274
SKU037,2025-12-28,161,138.0527296181882
SKU038,2025-10-12,48,42.594856073062104
SKU038,2025-10-19,44,44.72817989417989
SKU038,2025-10-26,44,42.74522048535687
SKU038,2025-11-02,37,46.85714983600277
SKU038,2025-11-09,50,41.10977081099589
SKU038,2025-11-16,48,43.28486111111112
SKU038,2025-11-23,61,45.56333706877485
SKU038,2025-11-30,61,50.47341774451036
SKU038,2025-12-07,39,48.20515266752987
SKU038,2025-12-14,49,45.35516058517505
SKU038,2025-12-21,49,46.35196669264977
SKU038,2025-12-28,56,45.070438256821156
SKU039,2025-10-12,17,21.44448478592558
SKU039,2025-10-19,16,20.36789829488643
SKU039,2025-10-26,19,18.519268502439704
SKU039,2025-11-02,18,19.200323010067724
SKU039,2025-11-09,18,20.85239077113214
SKU039,2025-11-16,24,19.42408317634337
SKU039,2025-11-23,18,20.02708241209351
SKU039,2025-11-30,13,20.227531580371625
SKU039,2025-12-07,23,18.728010546402086
SKU039,2025-12-14,15,17.356650351584708
SKU039,2025-12-21,12,19.86562989635037
SKU039,2025-12-28,21,18.56902792678451
SKU040,2025-10-12,82,83.25941874184814
SKU040,2025-10-19,81,83.59830650941791
SKU040,2025-10-26,91,81.73384980023344
SKU040,2025-11-02,103,86.69480103387103
SKU040,2025-11-09,89,91.10120562586737
SKU040,2025-11-16,98,88.23781509404664
SKU040,2025-11-23,86,89.3570779279329
SKU040,2025-11-30,76,83.03180775874918
SKU040,2025-12-07,103,82.16830184208311
SKU040,2025-12-14,101,89.89201677867463
SKU040,2025-12-21,93,87.24337706323902
SKU040,2025-12-28,76,90.41766262361482
SKU041,2025-10-12,54,69.55152075896814
SKU041,2025-10-19,62,58.119251416435205
SKU041,2025-10-26,52,56.766060136631666
SKU041,2025-11-02,67,59.92279936985314
SKU041,2025-11-09,79,64.45603372066529
SKU041,2025-11-16,65,61.33508371852284
SKU041,2025-11-23,52,63.40191270425829
SKU041,2025-11-30,83,63.499865164684
SKU041,2025-12-07,78,68.78460559015384
SKU041,2025-12-14,66,65.62751250047158
SKU041,2025-12-21,71,72.89986516807956
SKU041,2025-12-28,70,70.39287293877149
SKU042,2025-10-12,137,133.87990223080016
SKU042,2025-10-19,138,129.45956241812482
SKU042,2025-10-26,117,131.46402547859213
SKU042,2025-11-02,134,128.4014350363548
SKU042,2025-11-09,141,129.38305331637528
SKU042,2025-11-16,132,129.28406152135676
SKU042,2025-11-23,124,132.10914174488866
SKU042,2025-11-30,142,126.26503766495296
SKU042,2025-12-07,156,144.35186065769787
SKU042,2025-12-14,125,130.57785233470585
SKU042,2025-12-21,173,127.74101699610631
SKU042,2025-12-28,148,154.0617128388362
SKU043,2025-10-12,125,123.37680258079682
SKU043,2025-10-19,123,123.54325112882381
SKU043,2025-10-26,117,126.33208897198766
SKU043,2025-11-02,147,120.55365183597135
SKU043,2025-11-09,148,123.66989396371379
SKU043,2025-11-16,145,126.08824069672133
SKU043,2025-11-23,144,130.1178517606077
SKU043,2025-11-30,113,134.20227124811245
SKU043,2025-12-07,127,128.77604709324885
SKU043,2025-12-14,142,128.05244520115983
SKU043,2025-12-21,132,127.19321734043493
SKU043,2025-12-28,126,129.8460632931526
SKU044,2025-10-12,49,50.72451842068996
SKU044,2025-10-19,56,52.689702372244405
SKU044,2025-10-26,53,52.878976176201
SKU044,2025-11-02,60,49.6480327888849
SKU044,2025-11-09,58,49.28192343503582
SKU044,2025-11-16,53,51.86951857772628
SKU044,2025-11-23,46,48.27601374073368
SKU044,2025-11-30,57,51.3806262808391
SKU044,2025-12-07,52,49.61826906366598
SKU044,2025-12-14,57,46.03196624962008
SKU044,2025-12-21,61,47.77967323826466
SKU044,2025-12-28,61,53.36882997930653
SKU045,2025-10-12,123,145.60437054973437
SKU045,2025-10-19,120,137.283710947282
SKU045,2025-10-26,143,152.706434894909
SKU045,2025-11-02,143,131.59536746128958
SKU045,2025-11-09,154,129.4058688324062
SKU045,2025-11-16,150,154.3606490893991
SKU045,2025-11-23,155,154.69267410885118
SKU045,2025-11-30,164,155.69876548554765
SKU045,2025-12-07,166,148.5858779788171
SKU045,2025-12-14,152,142.00235142610714
SKU045,2025-12-21,123,151.83896256034456
SKU045,2025-12-28,157,168.09039438339443
SKU046,2025-10-12,47,58.63166738517938
SKU046,2025-10-19,40,56.73778458952266
SKU046,2025-10-26,50,51.02886161206154
SKU046,2025-11-02,64,51.8463140110377
SKU046,2025-11-09,49,51.54505931577791
SKU046,2025-11-16,56,58.405182801403434
SKU046,2025-11-23,53,55.10077318405995
SKU046,2025-11-30,52,51.52403341030368
SKU046,2025-12-07,56,45.83904921738633
SKU046,2025-12-14,66,53.90291348357526
SKU046,2025-12-21,57,49.94016727800754
SKU046,2025-12-28,58,57.48488585488586
SKU047,2025-10-12,81,82.90553828662391
SKU047,2025-10-19,76,83.67861498251183
SKU047,2025-10-26,75,82.56467806644703
SKU047,2025-11-02,101,81.49446555055
SKU047,2025-11-09,102,84.67652944329613
SKU047,2025-11-16,101,83.73792404568985
SKU047,2025-11-23,81,85.58356325713449
SKU047,2025-11-30,90,84.66581547224816
SKU047,2025-12-07,108,86.32847349902418
SKU047,2025-12-14,86,88.38619568832272
SKU047,2025-12-21,100,84.28318237709509
SKU047,2025-12-28,88,88.71175788089111
SKU048,2025-10-12,51,45.51046080881168
SKU048,2025-10-19,59,47.131773357629115
SKU048,2025-10-26,31,47.43656209682579
SKU048,2025-11-02,61,51.79538588263588
SKU048,2025-11-09,63,50.36438923130618
SKU048,2025-11-16,47,51.94568407300756
SKU048,2025-11-23,63,49.46766266543151
SKU048,2025-11-30,36,53.14854619272604
SKU048,2025-12-07,57,46.57530989124088
SKU048,2025-12-14,55,47.60205619421656
SKU048,2025-12-21,58,50.03429427467955
SKU048,2025-12-28,40,50.94092712396326
SKU049,2025-10-12,137,144.32502261662285
SKU049,2025-10-19,152,138.44771876910224
SKU049,2025-10-26,138,147.5013394986411
SKU049,2025-11-02,150,137.6243160964751
SKU049,2025-11-09,152,153.02527666530898
SKU049,2025-11-16,160,140.60019598340264
SKU049,2025-11-23,139,141.1926884613883
SKU049,2025-11-30,159,142.73064959006646
SKU049,2025-12-07,167,147.7871585344749
SKU049,2025-12-14,171,148.18388100161076
SKU049,2025-12-21,147,157.82258912457374
SKU049,2025-12-28,166,138.6112240460129
SKU050,2025-10-12,39,31.9972599685819
SKU050,2025-10-19,31,31.032621983077842
SKU050,2025-10-26,31,29.79305337229971
SKU050,2025-11-02,32,28.55431481970156
SKU050,2025-11-09,46,32.75527209446329
SKU050,2025-11-16,40,34.20988301342907
SKU050,2025-11-23,41,31.07463329106888
SKU050,2025-11-30,30,40.49125075231247
SKU050,2025-12-07,40,39.31938117342548
SKU050,2025-12-14,34,30.62786073679665
SKU050,2025-12-21,34,29.609711228434637
SKU050,2025-12-28,49,32.60085191380975
